UserID,Age,Country,Gender
1378771,41,Italy,M
1057145,27,United States,F
1234112,46,France,F
1059829,37,France,M
1212617,39,France,M
1083640,55,France,M
1101933,50,France,M
1029826,41,France,F
1007213,42,France,F
1206978,38,Austria,F
1254663,32,Chile,M
1208397,26,France,F
1083931,43,France,F
1225190,48,France,F
1217558,45,France,M
1036496,61,Italy,M
1428373,40,France,F
1165895,27,France,F
1152108,38,France,M
1008899,23,France,F
1214827,47,France,F
1295372,28,Argentina,M
2053620,26,Argentina,M
1256622,26,France,M
1395623,21,Chile,F
1005582,42,France,F
1151823,40,France,F
1607572,61,Italy,M
1170220,36,France,M
1083712,37,United States,F
1140001,58,France,F
1198661,42,France,M
1006549,24,France,M
1201812,30,France,F
1192307,50,France,M
1130260,41,Australia,M
1254539,34,France,M
1103303,37,France,F
1250074,29,France,F
1210476,35,France,F
1209980,39,France,F
1179213,36,France,F
1264384,46,France,M
1000196,42,France,F
1119114,37,France,F
1216689,30,France,F
1004495,54,France,F
1163123,32,France,M
1076868,54,France,F
1211242,45,France,M
1173443,47,France,M
1194968,48,France,F
1164202,37,Italy,F
1137670,21,United States,M
1190419,51,France,F
1077511,45,France,M
1263035,45,Italy,F
1044390,44,France,M
1213842,52,France,M
1291454,44,France,M
1216278,47,France,F
1212005,46,France,F
1211245,31,France,M
1402387,37,France,M
1204374,21,France,F
1165350,42,France,M
1005078,43,France,F
1619281,29,France,F
1080672,39,France,M
1005755,44,France,F
1065806,51,France,M
1084541,38,France,M
1050928,37,France,M
1239693,34,France,M
1998968,50,France,F
1876396,28,France,M
1169012,43,France,M
1490798,42,France,M
1000932,43,France,M
1098459,39,France,M
1167211,41,France,F
1061607,60,Italy,M
1016856,37,France,M
1121562,57,United States,M
1813247,23,Brazil,M
1142693,34,France,M
1258705,40,Portugal,M
1218549,27,France,F
1000031,38,France,M
1075860,35,France,M
1191080,33,France,F
1008270,36,France,F
1186821,28,France,M
1000710,28,France,M
1006433,45,France,M
1181867,47,France,M
1183949,42,France,M
1215295,31,France,F
1088877,35,France,M
1283529,43,Portugal,F
1677613,45,Argentina,M
1243318,45,Portugal,M
1163653,43,France,F
1240472,49,France,F
1201136,58,France,M
1803301,44,France,M
1026185,41,Chile,F
1051351,41,France,F
1778980,48,Chile,M
1205170,45,France,M
1222730,45,France,M
1390410,58,France,F
1210918,27,France,M
1215266,42,France,F
1251947,43,France,F
1165827,38,France,M
1219497,31,France,F
1210099,42,France,F
1205159,49,France,F
1005086,35,France,F
1213725,47,France,M
1132264,43,France,F
1107574,32,France,M
1165912,32,France,M
1197693,40,France,F
1148778,48,France,M
1674055,30,France,F
1182772,47,Argentina,M
1067681,40,France,F
1027292,55,France,F
1026131,42,France,M
1110404,37,France,M
1170991,42,United States,F
1213626,39,Italy,F
1021523,37,France,F
1212444,46,France,F
1012437,50,Italy,F
1135476,34,United States,F
1216253,48,France,F
1070803,49,France,F
1212059,25,France,F
1151925,47,France,F
1159866,36,France,M
1240817,52,Argentina,F
1163129,56,France,F
1037428,61,Argentina,M
1123304,59,France,M
1055248,48,United States,F
1224705,32,United States,M
1164216,29,France,M
1982197,30,France,M
1153493,28,United States,F
1203691,34,France,M
1009488,42,France,F
1629686,24,France,F
1026647,65,France,F
1252534,44,France,M
1219798,29,France,M
1214762,35,France,M
1151914,37,France,F
1026003,33,France,M
1221749,43,France,M
1183893,56,France,F
1107737,47,France,F
1204999,24,France,M
1223735,58,France,F
1147610,32,France,F
1270484,52,France,M
1147646,21,France,F
1155432,22,France,F
1198967,26,France,M
1006474,51,France,F
1214899,38,France,M
1148875,21,France,M
1214100,40,France,F
1215762,49,France,F
1210473,42,France,M
1201178,39,France,M
1276014,53,France,F
1137045,21,Italy,F
1142349,37,France,M
1049043,37,France,M
1188606,50,Chile,F
1202170,40,France,M
1157803,33,France,M
1059554,47,France,F
1264821,54,France,F
1054763,32,France,F
1223761,58,France,F
1215145,29,France,F
1224394,33,France,M
1003868,30,France,F
1231104,25,France,F
1308256,27,France,M
1151770,28,France,M
1003357,30,France,F
1121590,63,France,M
1974756,26,France,M
1217261,39,France,M
1004794,36,France,M
1406249,32,France,F
1356110,53,France,F
1152133,36,France,F
1157968,40,France,F
1084071,36,France,M
1154192,36,United States,F
1222559,36,United States,F
1001445,31,France,F
1722168,33,France,M
1186157,51,France,F
1929350,21,Portugal,F
1021151,29,France,F
1204352,34,France,F
1089060,37,France,F
1123010,30,France,M
1379775,49,Chile,M
1107311,47,United States,M
1075808,37,France,F
1055317,37,Brazil,F
1212264,47,France,F
1139402,31,France,F
1289776,41,France,M
1137681,37,France,M
1287127,40,France,M
1166998,53,Argentina,F
1225785,48,United States,M
1217254,40,France,F
1006401,33,France,M
1912073,32,France,M
1116022,50,France,F
1228204,39,France,F
1207569,42,France,F
1708704,44,France,M
1213512,32,France,M
1209984,25,France,F
1226869,48,France,F
1214367,34,France,M
1209170,37,France,M
1022794,31,France,F
1206991,44,France,F
1010923,64,Argentina,F
1196368,49,France,F
1198287,52,France,M
1182875,52,France,M
1165833,42,Argentina,F
1940727,46,France,M
1457483,42,France,F
1176663,41,France,F
1202192,38,France,F
1198602,44,Argentina,F
1538335,30,France,F
1217008,28,France,F
1029765,39,France,M
1012306,49,France,F
1188615,31,France,M
1202168,57,France,F
1198370,39,Italy,M
1010363,21,France,M
1142119,24,France,F
1001955,47,France,F
1181029,42,France,F
1199442,36,United States,F
1844111,59,France,M
1194187,47,Argentina,F
1005740,57,France,F
1284349,41,France,M
1005311,46,France,F
1198500,43,France,M
1151913,36,France,F
1139706,36,United States,F
1212055,48,France,F
1267215,30,France,M
1402348,35,Argentina,M
1666232,58,France,M
1205902,63,France,M
1194337,37,France,M
1204655,54,France,F
2043366,34,France,F
1193625,46,France,F
1165171,52,France,F
1273427,29,France,F
1005833,44,United States,M
1216174,37,France,F
1567934,33,France,F
1217382,47,France,F
1469764,49,France,M
1210446,31,France,M
1237455,28,France,M
1152696,25,New Zealand,M
1213361,38,United States,F
1307208,39,France,F
1003734,43,France,M
1070932,21,Chile,M
1217196,42,France,F
1386563,41,France,M
1198416,23,France,M
1227025,36,France,F
1412854,32,France,M
1216246,55,France,M
1191624,37,France,M
1230088,24,France,F
1213942,36,France,M
1155670,37,France,F
1026259,44,France,F
1359739,47,Portugal,F
1034776,43,United States,F
1982845,28,United States,F
1135250,36,France,F
1289850,40,France,F
1181967,31,France,M
1140102,29,France,M
1193015,46,France,M
1392126,36,France,F
1073011,27,France,F
1182886,50,France,F
1026689,47,France,M
1186287,37,France,M
1224332,50,France,F
1019026,28,France,M
1141671,27,France,M
1169193,31,France,F
1400202,21,Argentina,M
1213171,38,France,F
1010885,41,France,M
1149254,25,Argentina,M
1060961,23,France,M
1184502,49,Portugal,M
1365940,38,United States,F
1209919,33,United States,M
1086316,43,France,M
1011335,21,France,F
1000385,61,France,M
1119366,27,France,M
1055576,33,France,M
1186150,45,Argentina,M
1710631,21,France,M
1216998,22,France,F
1183320,23,France,F
1059953,28,France,M
1202265,24,France,M
1280526,36,France,F
1107195,51,France,F
1112404,42,France,M
1213721,21,Argentina,M
1403337,41,Canada,F
1214963,54,Argentina,M
1044708,41,France,M
1201057,35,France,M
1075817,36,United States,F
1098098,24,France,M
1163593,44,United States,M
1079925,25,United States,M
1120840,33,France,M
1179884,26,Argentina,F
1259336,49,France,F
1042238,47,France,F
1136602,40,France,M
1097672,26,France,F
1163037,43,France,F
1001443,46,France,F
1151378,38,France,F
1008357,41,France,F
1281789,42,France,F
1185147,37,France,F
1357723,43,France,M
1166033,44,France,F
1209831,33,Italy,F
1001960,28,France,M
1169629,38,France,F
1216297,22,France,F
1000582,57,France,M
1218543,45,United States,F
1060084,46,France,M
1008392,40,Argentina,M
1194807,38,France,F
1135605,45,France,F
1076901,51,France,M
1282545,36,France,M
1254325,33,France,F
1219822,42,France,M
1184961,45,France,M
1797823,37,France,M
1903513,62,France,F
1227260,28,France,M
1183356,48,France,F
1202136,30,France,F
2056705,54,France,F
1643194,22,France,F
1200157,36,France,M
1200775,41,United States,M
2036064,33,France,M
1216787,34,Argentina,M
1212888,49,France,F
1614154,41,France,M
1120824,39,France,F
1005727,22,France,F
1037563,31,France,F
1402185,35,France,M
1005022,32,France,M
1010613,40,France,M
1293770,32,France,F
1038926,35,France,M
1210298,48,France,F
1097751,30,France,F
1211694,35,France,M
1084761,34,France,F
1210483,29,France,F
1215442,42,France,F
1000854,51,France,M
1141967,36,Argentina,F
1205123,40,France,F
1215320,35,France,M
1234638,44,France,M
1034371,22,United States,F
1226084,64,France,F
1186101,56,Brazil,M
1217479,36,France,F
1001115,34,France,F
1076431,29,France,M
1211701,25,France,F
1000078,50,France,F
1026711,33,France,M
1201396,21,France,F
1205386,26,France,F
1009060,36,France,F
1888881,26,France,F
1290622,27,France,M
1008255,37,France,F
1826629,22,United States,F
1026182,46,France,M
1106753,39,Brazil,M
1182796,28,France,M
1163001,55,France,F
1132942,55,United States,M
1222453,41,France,F
1221424,41,France,F
1006420,44,Argentina,F
1213142,53,France,M
1034425,33,France,F
1210615,33,France,M
2030179,39,France,F
1103573,38,France,F
1033749,36,France,F
1137529,48,France,F
1191224,40,France,M
1175290,44,France,M
1168386,34,France,F
1199595,41,France,F
1076297,39,France,M
1531730,50,France,M
1121653,48,France,M
1120177,38,France,F
1215960,55,France,M
1249904,46,France,F
1188640,44,France,F
1186634,41,Germany,F
1171072,33,France,M
1221471,43,France,M
1603807,32,France,M
1440662,48,France,M
1340606,38,France,M
1207298,44,France,M
1066363,23,France,F
1170149,24,France,M
1197676,48,France,F
1395416,44,France,M
1843126,34,France,F
1008483,41,Chile,F
1216224,28,France,F
1533243,34,France,M
1411440,31,France,F
1083728,21,France,F
1135288,42,France,F
1173690,26,France,M
1460695,52,France,F
1216268,51,France,M
1181839,46,France,F
1138291,40,France,M
1163104,30,Spain,M
1034838,38,France,F
1157209,62,France,M
1202552,30,United States,F
1266436,54,France,M
1201130,26,France,M
1212949,55,France,F
1162955,42,France,M
1197917,25,France,F
1138645,22,France,F
1210232,27,France,M
1206064,33,France,M
1003694,47,France,M
1123443,45,France,M
1167190,58,United States,F
1198337,40,France,F
1213016,56,France,M
1016381,40,France,M
1240747,47,Argentina,F
1005895,44,France,F
1195582,42,France,F
1135188,32,France,M
2022247,40,France,F
1216925,54,France,M
1069807,21,France,F
1207627,41,France,F
1049227,47,France,F
1651965,21,France,M
1083582,38,France,M
1195730,43,France,M
1196484,38,Brazil,M
1198940,33,France,F
1190361,33,France,F
1234339,22,France,F
1120474,36,France,M
1181964,49,France,M
1215825,35,France,M
1398271,48,France,M
1182916,35,France,F
1399302,52,Portugal,F
1208171,34,France,F
1800262,38,France,M
1168297,37,France,F
1147641,49,France,M
1084790,37,France,M
1071590,54,France,F
1177166,46,France,M
1150720,65,France,F
1053694,43,France,F
1126513,32,France,M
1355624,39,South Africa,F
2061042,36,France,M
1022401,45,France,M
1392949,40,France,M
1229652,59,France,F
1915454,40,France,M
1029166,39,United States,M
1094045,45,France,M
1151866,47,France,M
1214006,39,France,M
1179059,22,Argentina,M
1829533,41,France,F
1183267,43,France,M
1174374,35,France,M
1199402,26,France,F
1003642,44,France,M
1026102,57,France,M
1173764,35,France,F
1083473,41,France,M
1207902,43,France,M
1215574,63,France,M
1026790,57,France,M
1357802,25,France,F
1355602,27,France,M
1235743,33,France,F
1202060,49,France,M
1210920,36,France,F
1149355,33,France,F
1248445,39,France,F
1123174,42,France,M
1215059,24,France,M
1202879,60,France,M
1067750,49,France,M
1155854,47,France,F
1088861,35,France,M
1216858,49,France,M
1385982,32,Italy,F
1286525,36,France,M
1152318,36,France,F
1005092,23,France,M
1134416,46,France,M
1055320,42,Argentina,M
1142742,32,France,F
1221977,30,France,M
1264770,34,Chile,M
1211362,57,France,M
1103078,25,United States,F
1208356,48,France,F
1159930,35,France,M
1150730,53,France,M
1194997,28,France,F
1642345,50,Spain,F
1261962,44,Argentina,F
1184039,39,France,F
1210450,23,France,M
1213347,39,France,M
1243890,25,France,F
1938602,45,France,M
1206555,45,France,F
1199834,26,Spain,M
1005854,38,France,M
1205805,36,France,F
1211855,42,France,M
1019780,44,France,F
1177099,39,France,M
1203953,32,France,M
1035193,38,France,F
1008305,33,Italy,M
1269329,27,France,M
1129715,40,France,M
1206153,38,Portugal,F
1204399,48,France,M
1123125,36,France,M
1136195,34,Argentina,F
1008384,36,Argentina,M
1218169,38,Germany,M
1593728,25,Australia,M
1393775,35,France,M
1006421,40,Australia,F
1187189,42,France,F
1052203,27,France,F
1154005,35,France,M
2038357,29,Italy,M
1173059,33,France,F
1103039,51,France,F
1221444,46,Portugal,M
1217846,37,France,F
1137546,27,France,F
1950249,39,Australia,M
1354575,51,United States,F
1217272,31,Australia,F
1198591,59,France,M
1200494,47,France,M
1194377,34,France,M
1185372,39,France,M
1171234,37,United States,F
1400433,34,United States,M
1214174,37,Argentina,F
1198919,38,France,M
1182342,50,France,M
1179685,21,France,F
1470152,51,France,M
1076711,31,France,F
1008977,41,Italy,M
1163205,40,France,F
1222866,38,France,F
1048431,51,France,F
1990629,48,Chile,M
1163982,28,France,M
1216671,37,France,F
1149595,52,France,M
1021298,59,United States,F
1884559,23,France,F
1019051,29,France,M
1079466,47,France,M
1396724,31,France,F
1196622,35,France,M
1404804,72,France,M
1214615,21,France,M
1289011,28,Germany,M
1208908,45,France,M
1553790,32,France,M
1293114,43,France,F
1208054,39,France,F
1231553,65,France,F
1258795,37,Argentina,F
1194797,46,France,F
1000085,51,France,M
1258138,47,Portugal,F
1388401,36,Italy,M
1039055,34,France,F
1207105,26,France,M
1387784,55,France,F
1167572,53,Portugal,M
1358464,32,France,F
1222348,30,France,M
1078943,39,France,F
1378852,37,France,F
1216740,54,United States,M
1165079,50,France,M
1139671,52,France,F
1387681,41,France,M
1559319,47,France,F
1209459,41,France,F
1230516,52,France,M
1190394,47,France,M
1116107,48,Australia,F
1222932,36,France,F
1356583,29,United States,M
1222072,52,France,F
1134440,23,France,M
1142171,48,France,F
1104510,41,France,F
1135162,32,Italy,M
1144518,36,France,F
1277545,42,Argentina,M
1006889,37,France,M
1048305,50,France,M
1224698,44,France,M
1171257,37,France,F
1216699,33,France,M
1124094,41,France,F
1156923,24,Portugal,M
1801720,38,United States,F
1189331,38,France,M
1209913,35,United States,M
1208321,24,France,M
2014272,23,France,M
1283389,32,France,F
1055312,33,United States,M
1089441,52,France,F
1208009,46,France,F
1293505,47,France,F
1367373,25,United States,M
1008608,43,Argentina,M
1364903,27,United States,F
1236466,44,France,M
1006061,32,France,M
1128106,37,Portugal,F
1006585,47,France,F
2049784,51,France,M
1401853,32,France,M
1154286,38,France,M
1177231,42,France,M
1271698,58,United States,M
1049848,33,Argentina,F
1222522,44,United States,M
1042330,46,Argentina,F
1021862,33,United States,M
1215905,36,France,F
1006096,30,New Zealand,F
1220519,28,France,F
1923334,45,France,M
1184345,40,Italy,F
1922952,21,United States,M
1561132,44,France,M
1204620,27,New Zealand,F
1275213,38,United States,F
1126048,25,United States,M
1876255,39,United States,M
1284304,24,France,M
1003909,45,United States,F
1005985,35,United States,M
1796345,50,Argentina,F
1460343,56,France,F
1999412,44,France,M
1354590,58,France,F
1223900,21,Argentina,F
1059930,43,Chile,M
1258453,50,France,M
1151307,38,France,F
1073215,60,France,M
1404693,43,United States,F
1143398,39,France,F
1098171,30,Brazil,M
1126631,40,Argentina,M
1007559,39,Brazil,F
1214608,33,France,M
1083758,35,France,F
1129454,46,United States,M
1181925,47,France,F
1150817,42,United States,F
1663070,40,France,F
1123339,43,France,F
1078971,42,Argentina,M
1007217,30,United States,F
1183751,28,France,F
1193954,29,France,M
1064977,60,France,F
1202821,45,France,M
1211668,47,France,M
1215382,37,Argentina,M
1992958,52,France,F
1207611,34,France,M
1440242,60,Argentina,F
1160059,45,France,M
1245279,62,United States,M
1199702,27,France,F
1291971,40,France,M
1089077,47,France,F
1202517,53,France,F
1193948,33,United States,M
1050631,39,France,M
1168139,36,France,F
1005742,42,France,M
1222914,46,France,F
1225804,32,France,M
1301033,43,United States,F
1162242,48,France,M
1026221,41,France,F
1221490,49,France,F
1393395,49,France,F
1049201,30,Argentina,M
1132316,42,France,F
1008310,36,France,M
1218009,31,France,F
1150721,43,France,F
1026175,42,France,F
1210246,37,France,M
1007627,32,France,F
1097585,39,France,M
1211566,32,France,M
1055158,37,France,M
1163177,51,France,F
1003586,29,France,M
1242291,21,France,M
1006305,41,France,M
1248860,36,France,M
1393867,39,France,M
1198924,22,France,F
1006383,32,France,M
1630488,44,France,M
1206063,40,France,F
1403679,53,Chile,M
1002958,43,France,M
1207713,36,France,M
1248302,52,France,M
1201703,46,France,F
1213038,52,Spain,M
1137609,35,France,M
1653207,33,France,F
1269273,43,Argentina,M
1395764,40,France,F
1003712,28,Australia,F
1386218,47,France,M
1189883,45,France,F
1194991,37,France,M
1117513,42,France,M
1294396,59,France,F
1216158,42,France,F
1175356,33,France,M
1398251,44,France,M
1196323,44,France,M
1963635,43,France,M
1212329,37,France,M
1181622,31,France,F
1000315,31,France,F
1203700,54,Argentina,M
1137844,38,United States,F
1048424,43,France,F
1386012,27,France,F
1780974,31,France,F
1397656,33,France,F
1165914,29,France,F
1198927,35,France,F
1221529,26,France,F
1089523,56,France,F
1026008,43,France,M
1173740,37,France,M
1216469,44,France,M
1293819,51,France,F
1006959,33,France,F
1210044,56,France,M
1019610,38,France,F
1225431,35,United States,M
1186428,50,France,M
1288761,64,France,M
1000049,58,United States,F
1193453,34,Spain,M
1221566,39,France,F
1097326,43,France,M
1223832,33,France,M
1212754,45,France,F
1010142,28,France,F
1356574,21,France,M
1032144,45,France,F
1163555,28,Portugal,F
1198749,25,United States,F
1216490,33,France,M
1186489,38,France,F
1258468,43,France,F
1143687,28,France,M
1189563,40,France,M
1065524,35,France,M
1194213,37,Portugal,F
1219391,37,France,F
1097527,53,Argentina,M
1215842,45,France,F
1670748,42,Argentina,F
1195180,33,France,M
1078958,28,France,F
1231083,25,France,M
1405183,36,Argentina,F
1008539,54,France,F
1167114,36,Argentina,F
1218131,30,France,F
1009797,60,France,F
1226176,54,France,M
1183976,39,France,M
1189760,51,United States,M
1631797,43,France,M
1007620,34,France,F
1106864,53,France,M
1056169,25,United States,M
1386524,59,United States,M
1210621,33,France,F
1750957,44,France,F
1003950,38,France,F
1230056,38,France,M
1079391,44,France,M
1194238,65,France,M
1357616,51,France,F
1318845,38,France,M
1167415,44,France,M
1103211,47,France,M
1901559,51,France,M
1269163,38,France,F
1219019,26,United States,M
1226159,42,France,F
1170376,28,France,M
1174245,41,France,M
1026089,40,Portugal,F
1240074,57,Brazil,F
1003825,42,France,F
1183988,54,France,M
1147306,40,France,M
1173835,32,France,F
1059197,49,France,M
1209460,37,France,F
1266286,39,New Zealand,F
1280718,37,France,M
1209420,34,France,F
1002252,38,France,F
1023701,36,France,M
1222394,27,France,M
1218520,35,France,F
1029280,32,France,M
1119586,23,France,M
1137583,58,France,F
1166262,55,Italy,M
1020297,57,France,F
1235608,37,France,F
1199027,32,France,F
1647652,38,France,F
1204114,58,France,M
1190741,54,France,F
1066699,41,France,M
1207518,32,France,M
1154953,58,United States,F
1059761,54,Portugal,M
1000029,36,France,F
1505746,32,France,F
1199240,57,France,M
1491651,50,France,M
1211179,39,France,M
1137782,46,France,F
1400069,37,France,M
1139480,58,France,M
1208493,31,France,F
1211196,30,France,F
1151075,52,France,M
1002043,35,France,M
1279298,35,France,F
1294080,50,France,M
